Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density
-1.9219275355145702,-1.4432002918568698,-0.40736960431893776,-0.49699822054617365,-0.1914901134437538,-1.0875166644992191,-0.8755270945451964,0.7014219205217519,0.3747433768324499
-0.9454650680298712,-1.3349183220784717,-0.11354507003099733,-0.21471979161044458,-0.11327094041032598,-1.1909212583006887,-1.0764761245493697,1.0595271637723855,-0.4217455500890495
0.1937411440356108,2.0473008515879556,-0.1940449424386522,0.12184295058215552,0.3560440977902416,1.6157748591677723,0.6955289582147042,-1.1992905244239178,-0.20630182395454555
-0.8419008669330093,-0.4814016191193358,-0.7696190301533848,-0.7467060615277803,-0.627282648915709,-0.45231701686162007,-0.7659185327247381,0.6738753633486264,0.45308654997226955
-1.270952557191438,0.43581036018003455,-0.721319106708792,-0.8516557338243974,-0.33675429193440565,-1.0727445796704378,-0.747650439087995,1.7206445359274007,-1.0419623374459548
-0.23531054622281783,-1.1629410759598402,-0.47981948948582714,-0.4933792663290489,-0.6719793192205251,-1.1318329189855634,-0.9485994690921685,0.7014219205217519,0.33557179026254014
2.1762558507469696,1.7734111633249492,0.5787538326748352,0.9795351000407168,0.1884315841471819,1.8521282164282746,0.5128480218472741,-1.3645698674626716,0.4204435611640114
-0.05777191577105396,-0.9973333574752316,-0.451644534143148,-0.6598511603167866,-1.353603541368968,-0.7329866286084663,-0.7659185327247381,0.7289684776948775,-0.38910256128079135
-0.9898497256428122,-1.3986135984187058,0.47410399854488366,0.19784098914177495,-0.3702767946630173,-1.3238700217597212,-1.0399399372758835,0.5912356918292493,-1.1529484993940327
0.7263570353909008,0.10459492321081743,-0.4395695532819997,-0.3920485482495565,0.8924041414480325,-0.408000762375276,0.1292180554756705,-0.5657197094420278,0.5183725275887859
-0.9898497256428122,-1.5833298998053844,0.15210450891426397,-0.0446289434055822,0.020819070504122128,-0.7034424589509035,-0.9851356563656547,0.6738753633486264,0.5053153320654826
1.0518445245524675,-0.7680303626503889,-0.17391997433673845,-0.39566750246668114,0.0655157408089379,0.9067147873862663,-0.583237596357308,-0.34534725205702266,-0.6176034829385986
-0.6939520082232064,0.4421798878140576,-0.6287442534399889,-0.6888027940537845,-0.7055018219491368,-0.5409495258343083,-0.8572590009084533,0.7840615920411291,-1.4075638120984464
-0.9602599539008516,-0.8635732771607401,0.18430445787732597,0.06032072889103498,-0.9960301789304405,-0.5704936954918711,-0.8937951881819394,0.7014219205217519,-1.1007197173008194
-0.5016184919004626,0.47402752598417464,-0.5603193618934821,-0.6779459314024102,-1.6329577307740675,-0.45231701686162007,-0.6380418772675371,0.45350290596362103,-1.649121929279557
-0.05777191577105396,1.2001536762628429,-0.15781999985520745,-0.236433516913193,-0.8619401680159928,-0.06824281131330441,-0.23614381725919006,-0.42798692357639956,0.0026133044183067537
-0.9010804104169307,0.009052008700466383,-0.6488692215419026,-0.8769884133442705,-0.26970928647718156,-1.2204654279582514,-0.8572590009084533,1.0319806065992596,-0.2585306060477586
0.2085360299065908,0.5950485510306196,1.4280274865755944,1.1749586277654527,-0.25853511890097747,0.21242680043354176,-0.07173097452850304,-0.18006790901826886,-0.8918045889279672
-0.5460031495134036,-0.22662051375839973,-0.22221989778133144,-0.21833874582756935,-1.320081038640356,-0.8659353920674986,-0.8024547199982242,1.9685635504855317,-0.8134614157881476
-0.5016184919004626,-0.6024226441657804,-0.7132691194680265,-0.8588936422586468,0.05434157323273376,-0.2750519989162437,-0.7841866263614811,0.5912356918292493,-1.1725342926789875
-1.123003698481635,-0.6597483928719909,-0.7897439982552986,-0.8046093290017758,-0.7278501571015451,-0.8216191375811545,-0.9303313754554255,0.7289684776948775,-0.08878706424481614
-1.3449269865463394,-0.010056574201603646,-0.7977939854960642,-0.8516557338243974,-0.35910262708681356,-0.8363912224099358,-1.1495484990963418,1.858377321793029,0.1462424551746427
0.37127977448737415,0.9581116261699529,0.18430445787732597,0.5814501361569963,0.3001732599092217,0.463552242522825,0.7137970518514473,-0.703452495307656,0.6620016783451218
-0.8714906386749697,-0.9463771364030441,-0.49994445758774086,-0.6743269771852856,-0.9736818437780326,-0.5852657803206526,-1.0034037500023978,0.6738753633486264,-0.23894481276280374
-1.655619589836925,-0.8253561113565995,0.6834036668047866,0.5850690903741211,1.227629168734152,2.1327978281751205,0.9330141754923634,-0.8687318383464101,0.1984712372678558
1.096229182165408,0.47402752598417464,-0.2262448914017142,-0.30157469282143823,0.19960575172338563,-0.526177441005527,-0.747650439087995,-0.7309990524807818,0.9427313820961422
0.06058717119678791,0.060008229772653424,2.1726513063464026,2.126743586869257,0.6130499520429329,0.7737660239272341,0.43977564730030194,-0.48308003792265086,-1.198648683725594
0.37127977448737415,-0.04827374000574461,0.31310425372957384,0.639353403630992,0.26665075718060965,-0.0386986416557415,0.05614568092869831,-0.8962783955195356,-0.5784318963686887
-0.8419008669330093,-1.2393754075681207,-0.4476195405227652,-0.6200426639284147,-1.4318227144023958,-0.4670891016904014,-0.9303313754554255,0.8391547063873802,-1.649121929279557
2.590512655134417,0.9453725709019069,1.432052480195977,1.2907651627134442,1.4511125202582316,1.1430681446467685,1.9560274191499734,-0.8962783955195356,0.3878005723557532
-0.3536696331906597,-0.4814016191193358,-0.4637195150042962,-0.5150929916317973,-0.8954626707446048,-0.9397958162114054,-0.8755270945451964,0.5361425774829981,-1.7144079068960731
0.4600490897132561,-0.2520986242944937,0.035379693923164396,0.41135928795213406,0.16608324899477359,1.128296059817987,1.3349122355007106,-1.3921164246357973,1.536833778406441
-0.29449008970673873,0.8434601287575318,-0.5723943427546303,-0.9312727266011415,0.8588816387194209,-0.8068470527523731,0.2753628045696145,-0.7309990524807818,-0.14754444409968084
-0.9010804104169307,-0.5259883125574999,-0.6850941641253473,-0.7358491988764059,-0.8731143355921965,-0.7182145437796849,-1.0399399372758835,1.4176324070230186,-0.38910256128079135
-0.619977578868305,-1.8954367538725314,-0.7253441003291747,-0.8552746880415222,-0.25853511890097747,-0.2750519989162437,-0.9303313754554255,0.5912356918292493,-0.38910256128079135
-0.3832594049326207,0.22561594825726156,1.263002748139902,1.222005032588074,0.9929716496338682,0.6851335149545457,0.6772608645779615,0.06785110553986183,1.7718632978258997
-0.9158752962879106,1.397609032917568,0.0031797449601023947,0.2738390277013941,1.965124228763615,-0.6738982892933407,1.444520797321169,-1.2268370815970435,-0.4217455500890495
-0.39805429080360066,-1.5451127340012443,-0.6609442024030507,-0.8118472374360253,-0.7948951625587687,-0.4375449320328388,-0.9303313754554255,0.8942478207336313,-1.2117058792488973
1.1258189539073689,0.6969609931749937,-0.33894471277243104,-0.026534172319958537,1.4622866878344358,1.8078119619419304,1.4993250782313976,-1.2819301959432947,0.7729878402931997
-0.3536696331906597,-1.3412878497124952,-0.7615690429126194,-0.7394681530935306,-0.1467934431389376,-0.5557216106630898,-0.9120632818186825,0.7289684776948775,-1.8906800464606672
-1.7739786768047674,-1.7107204524858524,-0.5965443044769269,-0.7322302446592812,-1.1189460222686844,-1.161377088643126,-0.7841866263614811,1.6655514215811495,0.47920094101887606
-0.3388747473196797,-0.12470807161402563,-0.37114466173549304,-0.38481063981530694,-0.5825859786108932,-0.1568753202859926,-0.3092161918061623,-0.7585456096539074,-0.5066173209905207
0.3416900027454131,0.5186142194223387,0.22455439408115344,0.32088543252401575,0.5683532817381172,-0.45231701686162007,0.001341400018469165,-0.8962783955195356,-0.7677612314565861
-0.9010804104169307,-0.30305484536668076,0.2366293749423017,0.11822399636503074,-0.4596701352726492,-1.279553767273377,-0.8572590009084533,1.1421668352917622,0.009141902179958389
0.4748439755842366,-0.5005102020214058,-0.5603193618934821,-0.5259498542831715,-0.8284176652873807,-1.3238700217597212,-0.6563099709042802,0.7840615920411291,0.3159859969775852
-2.069876394224373,-0.37948917697496176,-0.2745448148463071,-0.41014331933518017,-0.22501261617236581,-1.1909212583006887,-0.9120632818186825,1.0319806065992596,-0.06920127095986123
1.3625371278430538,0.2319854758912855,0.13197954081235025,0.5018331433802523,1.9316017260350034,0.7885381087560154,1.8098826700560298,-1.5023026533283,1.8893780575356292
-0.3092849755777192,-1.2075277693980038,-0.7615690429126194,-0.9023210928641436,-1.2753843683355401,-0.5852657803206526,-0.8937951881819394,0.8942478207336313,0.5836585052053023
1.4661013289399152,2.6778840873562717,0.6834036668047866,0.885442290395474,2.7249676239454854,1.7339515377980235,1.9742955127867168,-1.5573957676745513,0.38127197459410156
0.8891007799716841,0.009052008700466383,-0.3107697574297518,0.42221615060350814,0.4789599411284852,0.8771706177287036,0.5311161154840172,-1.0615577385582897,0.8252166223864127
-0.5016184919004626,-1.9018062815065546,-0.6609442024030507,-0.88422632177852,-1.286558535911744,-1.2943258521021583,-1.1312804054595988,0.45350290596362103,-1.022376544161
